Year,Region,Population Growth (%),Urbanization Rate (%),Infrastructure Growth (%),Poverty Rate (%),Slum Growth (%)
2013,"Area Code: 382350, Ahmedabad",1.52,1.04,2.06,19.57,3.17
2014,"Area Code: 382350, Ahmedabad",0.91,2.1,3.55,16.98,3.61
2015,"Area Code: 382350, Ahmedabad",1.94,1.98,4.36,14.95,4.05
2016,"Area Code: 382350, Ahmedabad",1.47,2.28,4.68,14.67,2.47
2017,"Area Code: 382350, Ahmedabad",0.62,2.45,4.53,18.12,2.43
2018,"Area Code: 382350, Ahmedabad",1.49,1.15,2.88,17.32,3.07
2019,"Area Code: 382350, Ahmedabad",1.21,1.42,3.62,28.52,1.11
2020,"Area Code: 382350, Ahmedabad",1.52,2.25,4.77,22.91,3.5
2021,"Area Code: 382350, Ahmedabad",1.65,1.54,3.79,20.39,2.75
2022,"Area Code: 382350, Ahmedabad",0.62,1.59,2.84,24.49,4.68
2023,"Area Code: 382350, Ahmedabad",0.85,1.15,5,23.82,4.55
2024,"Area Code: 382350, Ahmedabad",0.72,2.6,4.44,13.03,1.65
2025,"Area Code: 382350, Ahmedabad",0.94,1.43,4.93,17.26,4.05
1995,"Thakkarabapa Nagar, Ahmedabad",0.71,1.46,3.78,13.01,1.63
1996,"Thakkarabapa Nagar, Ahmedabad",1,2.9,4.89,26.84,3.78
1997,"Thakkarabapa Nagar, Ahmedabad",1.58,1.94,3.59,22.69,3.93
1998,"Thakkarabapa Nagar, Ahmedabad",0.65,1.45,4.89,16.7,2.07
1999,"Thakkarabapa Nagar, Ahmedabad",1.13,1.58,2.27,14.16,3.56
2000,"Thakkarabapa Nagar, Ahmedabad",0.83,2.3,2.3,10.84,4.45
2001,"Thakkarabapa Nagar, Ahmedabad",1.64,2.33,2.09,14.79,4.25
2002,"Thakkarabapa Nagar, Ahmedabad",0.72,2.63,3.75,24.81,3.58
2003,"Thakkarabapa Nagar, Ahmedabad",1.13,1.58,4.02,26.14,1.18
2004,"Thakkarabapa Nagar, Ahmedabad",1.07,1.7,3.68,12.28,4.73
2005,"Thakkarabapa Nagar, Ahmedabad",1.32,2.85,4.45,13.83,1.53
2006,"Thakkarabapa Nagar, Ahmedabad",1.79,2.07,2.06,28.68,2.89
2007,"Thakkarabapa Nagar, Ahmedabad",0.95,2.03,4.47,12.21,2.44
2008,"Thakkarabapa Nagar, Ahmedabad",0.98,2.68,4.34,18,3.66
2009,"Thakkarabapa Nagar, Ahmedabad",1.09,2.14,4.97,20.71,4.95
2010,"Thakkarabapa Nagar, Ahmedabad",1.62,1.24,4.39,13.23,3.13
2011,"Thakkarabapa Nagar, Ahmedabad",1.42,2.78,2.63,27.52,4.74
2012,"Thakkarabapa Nagar, Ahmedabad",0.63,2.77,2.78,11.62,4.83
2013,"Thakkarabapa Nagar, Ahmedabad",1.09,2.25,3.66,14.26,3.68
2014,"Thakkarabapa Nagar, Ahmedabad",0.57,1.41,4.83,29.07,2.93
2015,"Thakkarabapa Nagar, Ahmedabad",0.75,1.84,4.63,11.41,1.51
2016,"Thakkarabapa Nagar, Ahmedabad",1.84,1.83,2.25,12.78,4.53
2017,"Thakkarabapa Nagar, Ahmedabad",1.24,1.33,4.68,26.91,1.09
2018,"Thakkarabapa Nagar, Ahmedabad",1.37,1.49,3.6,15.59,2.26
2019,"Thakkarabapa Nagar, Ahmedabad",1.4,2.08,3.19,12.15,4.88
2020,"Thakkarabapa Nagar, Ahmedabad",0.76,2.27,2.25,23.77,1.38
2021,"Thakkarabapa Nagar, Ahmedabad",0.84,2.29,2.85,20.66,1.5
2022,"Thakkarabapa Nagar, Ahmedabad",0.8,2.47,2.11,12.24,1.86
2023,"Thakkarabapa Nagar, Ahmedabad",0.53,1.19,2.84,11.86,4.46
2024,"Thakkarabapa Nagar, Ahmedabad",0.6,2.72,4.47,12.02,1.1
2025,"Thakkarabapa Nagar, Ahmedabad",0.57,2.18,4.01,22.41,3.17
1995,"Naroda, Ahmedabad",0.98,1.48,2.47,19.2,2.36
1996,"Naroda, Ahmedabad",1.62,1.47,4.21,15.76,3.37
1997,"Naroda, Ahmedabad",1.46,2.34,2.53,15.65,1.98
1998,"Naroda, Ahmedabad",1.36,1.15,3.55,11.75,2.35
1999,"Naroda, Ahmedabad",1.53,1.83,2.84,22.32,3.96
2000,"Naroda, Ahmedabad",0.88,1.6,3.92,29.3,1.86
2001,"Naroda, Ahmedabad",1.48,2.81,3.39,16.34,3.67
2002,"Naroda, Ahmedabad",0.55,1.72,2.77,14.49,1.72
2003,"Naroda, Ahmedabad",1.61,2.91,3.15,10.98,3.88
2004,"Naroda, Ahmedabad",1.31,2.45,3.94,28.11,1.56
2005,"Naroda, Ahmedabad",0.75,1.68,3.47,28.51,4.63
2006,"Naroda, Ahmedabad",1.81,1.45,4.19,17.67,4.72
2007,"Naroda, Ahmedabad",0.82,1.28,4.53,24.34,4.29
2008,"Naroda, Ahmedabad",0.74,2.77,4.03,23.03,3.33
2009,"Naroda, Ahmedabad",1.65,1.83,2.4,20.79,3.99
2010,"Naroda, Ahmedabad",0.73,1.45,4.09,15.39,1.68
2011,"Naroda, Ahmedabad",1.83,1.32,3.03,18.57,2.9
2012,"Naroda, Ahmedabad",1.04,2.83,3.98,17.19,2.43
2013,"Naroda, Ahmedabad",1.25,1.07,4.78,14.47,3.79
2014,"Naroda, Ahmedabad",1.67,2.65,2.5,20.73,1.33
2015,"Naroda, Ahmedabad",1.71,1.97,2.48,24.37,2.32
2016,"Naroda, Ahmedabad",0.67,1.92,2.71,29,2.45
2017,"Naroda, Ahmedabad",1.36,2.9,3.18,17.16,1.65
2018,"Naroda, Ahmedabad",1.91,2.6,2.66,16.65,4.66
2019,"Naroda, Ahmedabad",1.31,2.11,3.94,25.24,4.76
2020,"Naroda, Ahmedabad",1.7,2.87,4.46,10.93,1.47
2021,"Naroda, Ahmedabad",1.83,1.06,4.38,27,2.66
2022,"Naroda, Ahmedabad",1.03,1.39,2.15,24.91,1.29
2023,"Naroda, Ahmedabad",1.92,1.59,4.38,11.19,3.15
2024,"Naroda, Ahmedabad",1.02,1.06,3.97,28.86,1.04
2025,"Naroda, Ahmedabad",0.91,2.41,4.61,13.82,1.28
1995,"Sonagiri, Bhopal",1.33,2.22,4.96,21.65,4.19
1996,"Sonagiri, Bhopal",0.73,2.62,4.28,29.36,4.74
1997,"Sonagiri, Bhopal",0.82,1.93,4.73,22.82,2.85
1998,"Sonagiri, Bhopal",0.66,1.7,4,25.54,2.79
1999,"Sonagiri, Bhopal",0.58,2.27,4.76,19.93,4.71
2000,"Sonagiri, Bhopal",1.03,2.77,4.36,29.23,4.16
2001,"Sonagiri, Bhopal",0.98,2.8,4.01,13.24,1.18
2002,"Sonagiri, Bhopal",1.05,2.57,3.85,20.54,1.01
2003,"Sonagiri, Bhopal",1.15,1.32,3.36,29.84,4.52
2004,"Sonagiri, Bhopal",0.97,2.19,3.51,12.6,4.96
2005,"Sonagiri, Bhopal",1.14,2.01,3.94,13.83,1.89
2006,"Sonagiri, Bhopal",0.79,1.77,2.6,28.53,3.86
2007,"Sonagiri, Bhopal",1.85,2.7,4.11,14.85,3.46
2008,"Sonagiri, Bhopal",0.78,1.26,3.9,22.49,1.63
2009,"Sonagiri, Bhopal",1.03,1.13,4.15,29.75,3.96
2010,"Sonagiri, Bhopal",1.77,1.95,2.29,24.53,2.03
2011,"Sonagiri, Bhopal",1.08,2.41,4.71,19.72,4.85
2012,"Sonagiri, Bhopal",1.28,1.25,3.56,27.21,3.15
2013,"Sonagiri, Bhopal",1.62,2.1,3.64,15.7,1.81
2014,"Sonagiri, Bhopal",0.92,1.88,4.43,26.58,1.65
2015,"Sonagiri, Bhopal",1.33,1.83,3.71,22.95,2.12
2016,"Sonagiri, Bhopal",1.88,2.87,2.32,24.06,1.13
2017,"Sonagiri, Bhopal",0.57,2.92,4.08,16.49,3.68
2018,"Sonagiri, Bhopal",1.77,2.74,2.06,26.36,4.41
2019,"Sonagiri, Bhopal",1.39,1.96,2.33,14.79,2.96
2020,"Sonagiri, Bhopal",1.8,2.61,3.49,25.71,4.06
2021,"Sonagiri, Bhopal",1.37,1.44,3.04,13.28,1.03
2022,"Sonagiri, Bhopal",0.62,2.52,2.1,18,4.94
2023,"Sonagiri, Bhopal",1.69,2.5,2.82,22.83,2.99
2024,"Sonagiri, Bhopal",1.44,1.87,3.59,29.77,2.32
2025,"Sonagiri, Bhopal",0.82,1.9,3.57,11.71,4.22
1995,"Area Code: 462039, Bhopal",1.23,1.57,3.47,17.52,4.64
1996,"Area Code: 462039, Bhopal",1.35,2.67,4.06,14.25,4.47
1997,"Area Code: 462039, Bhopal",0.63,1.9,2.72,20.75,2.2
1998,"Area Code: 462039, Bhopal",1.58,2.87,4.13,17.11,3.4
1999,"Area Code: 462039, Bhopal",1.83,1.54,2.35,12.62,2.98
2000,"Area Code: 462039, Bhopal",1.6,2.31,3.36,24.59,3.54
2001,"Area Code: 462039, Bhopal",1.44,1.4,2.94,16.89,4.23
2002,"Area Code: 462039, Bhopal",1.66,1.51,2.17,25.36,2.64
2003,"Area Code: 462039, Bhopal",0.83,1.23,2.04,18.55,2.36
2004,"Area Code: 462039, Bhopal",1.54,2.95,2.62,14.86,2.35
2005,"Area Code: 462039, Bhopal",1.2,2.4,3.06,12.08,3.92
2006,"Area Code: 462039, Bhopal",1.69,1.5,2.41,20.56,1.83
2007,"Area Code: 462039, Bhopal",1.06,2.55,2.66,26.13,3.7
2008,"Area Code: 462039, Bhopal",0.83,2.05,3.84,14.01,1.58
2009,"Area Code: 462039, Bhopal",1.3,2.39,3.4,11.4,4.7
2010,"Area Code: 462039, Bhopal",1.54,2.24,3.93,17.97,4.94
2011,"Area Code: 462039, Bhopal",0.7,2.48,3.26,27.62,3.87
2012,"Area Code: 462039, Bhopal",1.34,2.88,4.74,11.05,1.77
2013,"Area Code: 462039, Bhopal",1.51,2.84,3.29,10.77,3.57
2014,"Area Code: 462039, Bhopal",0.79,2.1,3.15,21.16,4.73
2015,"Area Code: 462039, Bhopal",1.23,1.07,3.74,16.51,4.11
2016,"Area Code: 462039, Bhopal",1.2,2.48,4.73,17.25,4.96
2017,"Area Code: 462039, Bhopal",0.72,2.29,2.1,14.26,3.54
2018,"Area Code: 462039, Bhopal",0.57,1.2,2.87,21.51,1.06
2019,"Area Code: 462039, Bhopal",1.22,2.25,3.21,11.35,3.44
2020,"Area Code: 462039, Bhopal",1.41,2.01,4.08,14.16,3.71
2021,"Area Code: 462039, Bhopal",0.74,1.79,2.2,26.38,3.15
2022,"Area Code: 462039, Bhopal",1.96,2.88,5,12.03,3.43
2023,"Area Code: 462039, Bhopal",1.11,2.07,2.93,10.96,3.83
2024,"Area Code: 462039, Bhopal",1.95,2.06,2.99,28.77,2.46
2025,"Area Code: 462039, Bhopal",1.87,2.71,3.59,23.54,3.8
1995,"K/E Ward, Mumbai",0.91,2.11,2.73,21.78,2.73
1996,"K/E Ward, Mumbai",0.56,2.47,2.82,28.4,2.12
1997,"K/E Ward, Mumbai",1.99,1.93,2.08,11.53,1.33
1998,"K/E Ward, Mumbai",0.58,1.54,2.97,12.23,2.75
1999,"K/E Ward, Mumbai",1.05,2.27,2.59,28.28,3.06
2000,"K/E Ward, Mumbai",1.44,1.08,3.68,17.36,4.7
2001,"K/E Ward, Mumbai",1.83,2.28,4.3,22.89,1.07
2002,"K/E Ward, Mumbai",1.55,1.35,4.05,10.21,2.24
2003,"K/E Ward, Mumbai",1.28,1.67,4.08,20.45,4.84
2004,"K/E Ward, Mumbai",1.04,2.44,4.51,15.07,4.02
2005,"K/E Ward, Mumbai",1.09,1.26,2.01,24.88,1.74
2006,"K/E Ward, Mumbai",0.58,1.99,3.04,23.84,1.43
2007,"K/E Ward, Mumbai",0.7,1.81,3.56,26.48,3.34
2008,"K/E Ward, Mumbai",1.85,1.44,3.79,23.1,3.9
2009,"K/E Ward, Mumbai",1.98,1.94,3.11,27.04,1.71
2010,"K/E Ward, Mumbai",0.56,1.89,2.74,17.93,4.94
2011,"K/E Ward, Mumbai",1.02,2.42,2.75,16.07,1.97
2012,"K/E Ward, Mumbai",1.36,1.45,4.16,23.61,2.69
2013,"K/E Ward, Mumbai",0.54,1.05,3.6,26.78,3.4
2014,"K/E Ward, Mumbai",1.15,2.76,2.59,17.19,3.26
2015,"K/E Ward, Mumbai",0.94,3,3.36,11.03,1.7
2016,"K/E Ward, Mumbai",1.3,2.1,4.95,22,3.67
2017,"K/E Ward, Mumbai",0.82,1.21,3.81,27.3,3.35
2018,"K/E Ward, Mumbai",1.16,2.16,3.41,12.84,3.96
2019,"K/E Ward, Mumbai",1.3,1.8,3.68,14.82,2.71
2020,"K/E Ward, Mumbai",1.43,1.45,4.25,20.42,4.45
2021,"K/E Ward, Mumbai",1.77,1.99,2.59,24.73,2.67
2022,"K/E Ward, Mumbai",1.39,1.21,3.89,17.47,2.34
2023,"K/E Ward, Mumbai",1.97,1.86,4.03,22.55,1.42
2024,"K/E Ward, Mumbai",1.62,1.65,4.4,22.15,2.27
2025,"K/E Ward, Mumbai",1.03,2.46,3.65,23.37,1.63
1995,"Shivajinagar, Bengaluru",1.88,2.94,4.5,27.75,4.26
1996,"Shivajinagar, Bengaluru",1.94,2.69,3.39,16.47,3.34
1997,"Shivajinagar, Bengaluru",1.41,2.15,4.12,23.98,1.35
1998,"Shivajinagar, Bengaluru",0.93,2.78,3.77,16.57,4.4
1999,"Shivajinagar, Bengaluru",0.87,1.82,2.83,27.43,3.91
2000,"Shivajinagar, Bengaluru",1.19,2.86,4.78,24.23,4.57
2001,"Shivajinagar, Bengaluru",1.58,2.26,3.26,15.47,1.24
2002,"Shivajinagar, Bengaluru",1.7,1.24,3.23,14.69,2.82
2003,"Shivajinagar, Bengaluru",0.97,2.66,4.93,28.83,3.49
2004,"Shivajinagar, Bengaluru",1.97,1.8,3.57,15.14,4.59
2005,"Shivajinagar, Bengaluru",0.77,2.22,4.4,21.91,1.32
2006,"Shivajinagar, Bengaluru",1.42,2.53,2.56,24.74,4.51
2007,"Shivajinagar, Bengaluru",1.98,1.82,2.08,18.38,3.64
2008,"Shivajinagar, Bengaluru",1.84,2.88,4.73,23.16,3.73
2009,"Shivajinagar, Bengaluru",0.5,1.73,4.72,23.79,2.87
2010,"Shivajinagar, Bengaluru",0.66,1.49,3.66,27.95,1.38
2011,"Shivajinagar, Bengaluru",0.73,2.31,2.88,13.39,1.71
2012,"Shivajinagar, Bengaluru",1.24,2.17,4.71,20.6,3.77
2013,"Shivajinagar, Bengaluru",0.77,2.43,3.95,14.32,3.68
2014,"Shivajinagar, Bengaluru",0.82,2.19,4.01,23.87,4.64
2015,"Shivajinagar, Bengaluru",1.92,2.62,4.64,10.39,2.45
2016,"Shivajinagar, Bengaluru",0.56,1.45,3.15,27.35,3.05
2017,"Shivajinagar, Bengaluru",1.47,1.73,3.81,26.31,2.2
2018,"Shivajinagar, Bengaluru",1.9,1.43,4.76,10.57,3.17
2019,"Shivajinagar, Bengaluru",1.98,2.22,3.66,23.65,2.16
2020,"Shivajinagar, Bengaluru",0.58,1.5,2.53,28.47,4.41
2021,"Shivajinagar, Bengaluru",0.98,2.67,2.64,13.99,4.07
2022,"Shivajinagar, Bengaluru",0.99,1.13,4.16,29.79,3.26
2023,"Shivajinagar, Bengaluru",0.9,1.75,3.95,24.03,4.55
2024,"Shivajinagar, Bengaluru",1.86,2.72,3.95,19,3.72
2025,"Shivajinagar, Bengaluru",1.5,1.44,3.52,14.16,4.6
1995,"Cooke Town, Bengaluru",1.82,2.06,3.31,15.31,2
1996,"Cooke Town, Bengaluru",0.85,2.66,4.96,20.7,1.32
1997,"Cooke Town, Bengaluru",1.63,2.75,4.79,22.58,3.03
1998,"Cooke Town, Bengaluru",1.43,1.03,3.97,24.19,3.89
1999,"Cooke Town, Bengaluru",1.34,2.4,3.92,12.31,4.59
2000,"Cooke Town, Bengaluru",1.43,2.46,3.03,28.38,3.01
2001,"Cooke Town, Bengaluru",1.52,2.9,4.75,22.9,1.66
2002,"Cooke Town, Bengaluru",1.93,2.97,2.31,19.01,3.19
2003,"Cooke Town, Bengaluru",0.64,1.38,3.61,29.26,1.11
2004,"Cooke Town, Bengaluru",1.87,2.8,4.57,17.55,2.96
2005,"Cooke Town, Bengaluru",1.11,2.9,3.56,11.61,2.1
2006,"Cooke Town, Bengaluru",1.19,2.91,3.71,23.92,1.35
2007,"Cooke Town, Bengaluru",1.82,2.08,4.76,18.91,3.73
2008,"Cooke Town, Bengaluru",1.21,1.29,2.82,11.35,2.76
2009,"Cooke Town, Bengaluru",1.47,1.49,3.47,19.18,3.13
2010,"Cooke Town, Bengaluru",0.78,2.07,3.09,15.72,3.34
2011,"Cooke Town, Bengaluru",0.72,2.8,4.8,23.21,2.21
2012,"Cooke Town, Bengaluru",1.44,2.2,3.17,15.74,1.67
2013,"Cooke Town, Bengaluru",0.83,2.31,4.66,17.7,1.49
2014,"Cooke Town, Bengaluru",0.52,1.81,2.7,16.45,1.97
2015,"Cooke Town, Bengaluru",1.5,2.28,4.74,23.99,1.66
2016,"Cooke Town, Bengaluru",1.63,1.36,3.68,11.54,1.19
2017,"Cooke Town, Bengaluru",1.2,1.21,2.92,16.78,4.08
2018,"Cooke Town, Bengaluru",1,1.99,4.32,14.1,4.22
2019,"Cooke Town, Bengaluru",1.75,2.98,3.33,17.41,3.81
2020,"Cooke Town, Bengaluru",0.59,1.08,3,24.59,1.47
2021,"Cooke Town, Bengaluru",1.45,1.54,3.96,19.14,1.46
2022,"Cooke Town, Bengaluru",0.87,1.44,2.49,19.37,4.82
2023,"Cooke Town, Bengaluru",1.49,2.67,4.94,20.81,1.95
2024,"Cooke Town, Bengaluru",1.89,2.4,4.88,23.02,4.1
2025,"Cooke Town, Bengaluru",1.84,2.52,3.69,19.44,4.29
1995,"Cooke Town, Bengaluru",1.69,2.22,4.63,24.26,4.08
1996,"Cooke Town, Bengaluru",1.5,1.18,3.46,11.13,2.79
1997,"Cooke Town, Bengaluru",1.57,1.84,2,17.39,1.27
1998,"Cooke Town, Bengaluru",1.67,2.57,4.42,10.61,1.13
1999,"Cooke Town, Bengaluru",1.86,1.25,4.01,25.91,2.79
2000,"Cooke Town, Bengaluru",1.32,1.45,4.77,16.04,1.87
2001,"Cooke Town, Bengaluru",1.29,1.38,4.06,20.3,1.59
2002,"Cooke Town, Bengaluru",0.6,1.27,2.41,16.26,4.33
2003,"Cooke Town, Bengaluru",0.59,1.26,2.91,21.07,4.05
2004,"Cooke Town, Bengaluru",1.88,1.82,2.32,14.27,2.15
2005,"Cooke Town, Bengaluru",1.68,2.37,2.63,26.77,4.44
2006,"Cooke Town, Bengaluru",1.82,1.55,2.4,12.08,2.6
2007,"Cooke Town, Bengaluru",1.14,2.74,2.8,22.54,4.15
2008,"Cooke Town, Bengaluru",0.9,1.53,4.01,24.52,4.84
2009,"Cooke Town, Bengaluru",1.77,2.64,4.08,12.37,4.24
2010,"Cooke Town, Bengaluru",1.9,1.78,2.94,20.45,4.83
2011,"Cooke Town, Bengaluru",0.58,2.42,4.44,25.77,3.27
2012,"Cooke Town, Bengaluru",1.88,1.27,2.74,16.14,1.03
2013,"Cooke Town, Bengaluru",1.06,1.32,4.17,18.3,3.82
2014,"Cooke Town, Bengaluru",0.94,1.26,2.4,14.07,1.46
2015,"Cooke Town, Bengaluru",0.83,2.16,2.77,16.86,1.21
2016,"Cooke Town, Bengaluru",1.84,1.28,3.05,17.59,4.09
2017,"Cooke Town, Bengaluru",1.23,1.77,4.09,21.94,1.31
2018,"Cooke Town, Bengaluru",0.97,2.96,3.45,18.48,1.6
2019,"Cooke Town, Bengaluru",1.76,1.27,2.32,18.78,2.75
2020,"Cooke Town, Bengaluru",1.97,1.26,3.45,14.02,3.81
2021,"Cooke Town, Bengaluru",1.09,2.3,3.02,21.29,2.88
2022,"Cooke Town, Bengaluru",1.06,2.08,3.15,26.12,2.98
2023,"Cooke Town, Bengaluru",1.85,1.45,2.34,17.62,1.73
2024,"Cooke Town, Bengaluru",1.09,1.41,4.6,21.36,2.99
2025,"Cooke Town, Bengaluru",1.68,1.26,4.57,19.67,1.55
1995,"G/N Ward, Mumbai",1.16,1.25,3.67,17.13,2.38
1996,"G/N Ward, Mumbai",0.64,2.96,4.18,15.61,4.67
1997,"G/N Ward, Mumbai",1.92,2.62,3.98,17.53,2.74
1998,"G/N Ward, Mumbai",1.18,2.9,4.28,15.84,3.5
1999,"G/N Ward, Mumbai",1.39,2.62,2.29,24.03,2.32
2000,"G/N Ward, Mumbai",0.69,2.46,2.99,24.6,1.65
2001,"G/N Ward, Mumbai",1.98,2.61,2.87,24.81,1.54
2002,"G/N Ward, Mumbai",1.48,1.12,3,29.57,1.48
2003,"G/N Ward, Mumbai",1.4,1.14,4.01,15.57,2.24
2004,"G/N Ward, Mumbai",1.01,1.41,4.82,28.12,4.48
2005,"G/N Ward, Mumbai",0.66,1.47,3.84,29.41,3.42
2006,"G/N Ward, Mumbai",0.99,2.63,2.41,27.63,4.9
2007,"G/N Ward, Mumbai",1.95,1.3,3.65,21.7,1.78
2008,"G/N Ward, Mumbai",1.32,2.29,2.99,16.31,1.24
2009,"G/N Ward, Mumbai",1.94,2.61,4.28,10.44,3.5
2010,"G/N Ward, Mumbai",0.77,2.32,3.86,27.04,2.02
2011,"G/N Ward, Mumbai",0.54,2.83,4.73,19.12,1.31
2012,"G/N Ward, Mumbai",1.25,2.05,4.47,24.34,1.28
2013,"G/N Ward, Mumbai",1.56,1.27,2.27,17.97,1.31
2014,"G/N Ward, Mumbai",1.74,1.93,3.76,21.54,4.91
2015,"G/N Ward, Mumbai",1.87,2.7,3.15,12.9,3.37
2016,"G/N Ward, Mumbai",1.16,1.45,2.29,18.72,3.6
2017,"G/N Ward, Mumbai",1.44,2.55,3.4,16.43,3.15
2018,"G/N Ward, Mumbai",1.96,1.09,3.59,16.59,1.42
2019,"G/N Ward, Mumbai",1.15,2.28,3.58,10.58,3.32
2020,"G/N Ward, Mumbai",0.85,1.68,2.94,27.17,1.19
2021,"G/N Ward, Mumbai",1.02,1.79,3.86,25.78,3.91
2022,"G/N Ward, Mumbai",1.63,1.38,4.74,18.28,1.04
2023,"G/N Ward, Mumbai",1.5,2.21,2.38,29.2,3.25
2024,"G/N Ward, Mumbai",1.2,1.8,2.63,29.06,3.81
2025,"G/N Ward, Mumbai",1.35,2.26,4.52,22.71,1.46
1995,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.85,1.93,3.51,28.56,3.01
1996,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.25,1.73,4.13,17.84,3.35
1997,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.17,2.06,4.48,18.27,1.92
1998,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.36,2.88,4.08,16.17,4.85
1999,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.01,2.97,2.58,29.99,1.3
2000,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.57,2.48,4.04,25.55,2.89
2001,"Area Code: 751024, Bhubaneswar Municipal Corporation",0.58,1.72,3.93,22.92,1.78
2002,"Area Code: 751024, Bhubaneswar Municipal Corporation",0.88,1.97,4.19,27.06,1.35
2003,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.89,2.86,2.02,20.13,3.35
2004,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.33,2.23,3.51,15.88,1.38
2005,"Area Code: 751024, Bhubaneswar Municipal Corporation",0.81,2.48,2.72,26.59,2.61
2006,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.12,2.74,2.64,13.79,4.94
2007,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.31,1.38,2.5,27.23,3.4
2008,"Area Code: 751024, Bhubaneswar Municipal Corporation",0.67,2.77,3.33,29.79,2.13
2009,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.29,1.35,3.32,13.53,2.23
2010,"Area Code: 751024, Bhubaneswar Municipal Corporation",0.9,1.57,4.91,10.77,2.99
2011,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.44,2.32,4.26,25.22,4.82
2012,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.63,2.65,3.6,23.15,2.91
2013,"Area Code: 751024, Bhubaneswar Municipal Corporation",0.91,1.63,3.08,16.81,3.13
2014,"Area Code: 751024, Bhubaneswar Municipal Corporation",0.87,2.03,4.75,18.12,1.89
2015,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.02,2.75,4.83,27.73,2.15
2016,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.08,2.95,2.97,12.76,2.13
2017,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.95,1.83,4.8,12.08,4.06
2018,"Area Code: 751024, Bhubaneswar Municipal Corporation",0.64,1.39,3.85,18.69,3.67
2019,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.96,1.11,2.57,22.8,4.59
2020,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.7,1.93,4.24,14.16,1.05
2021,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.36,2.63,3.3,21.38,2.69
2022,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.27,2.77,3.43,10.15,4.2
2023,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.43,2.46,4.7,15.72,3.01
2024,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.4,1.69,4.54,23.95,3.93
2025,"Area Code: 751024, Bhubaneswar Municipal Corporation",1.71,1.52,4.24,25.48,4.37
1995,"Area Code: 395005, Surat",1.71,2.28,1.47,42.48,6.55
1996,"Area Code: 395005, Surat",2.75,3.1,1.34,69.31,11.32
1997,"Area Code: 395005, Surat",2.68,2.95,1.45,40.39,10.57
1998,"Area Code: 395005, Surat",1.64,2.55,1.34,60.04,8.85
1999,"Area Code: 395005, Surat",2.34,3.25,1.64,40.53,9.47
2000,"Area Code: 395005, Surat",1.53,2.8,1.28,42.4,9.85
2001,"Area Code: 395005, Surat",3.35,3.71,1.67,57.41,13.96
2002,"Area Code: 395005, Surat",1.79,3.12,1.4,66.2,8.08
2003,"Area Code: 395005, Surat",1.5,4.44,0.54,44.57,9.22
2004,"Area Code: 395005, Surat",2.49,4.09,1.17,56.42,7
2005,"Area Code: 395005, Surat",2.64,2.87,0.65,68.39,5.82
2006,"Area Code: 395005, Surat",2.86,4.27,0.77,47.11,9.27
2007,"Area Code: 395005, Surat",2.09,3.9,1.01,69.58,13.59
2008,"Area Code: 395005, Surat",3.29,2.16,0.76,45.08,11.72
2009,"Area Code: 395005, Surat",1.52,4.02,1.32,56.99,10.37
2010,"Area Code: 395005, Surat",2.57,2.49,0.92,54.63,11.78
2011,"Area Code: 395005, Surat",2.04,4.02,1.72,48.22,10.6
2012,"Area Code: 395005, Surat",2.2,2.48,1.71,69.74,10.66
2013,"Area Code: 395005, Surat",3.33,3.61,1.35,54.4,7.36
2014,"Area Code: 395005, Surat",1.67,3.11,1.34,55.28,11.96
2015,"Area Code: 395005, Surat",1.88,2.89,1.12,45.6,14.06
2016,"Area Code: 395005, Surat",2.86,2.23,1.57,56.43,10.24
2017,"Area Code: 395005, Surat",3.48,3.55,1.85,67.41,6.01
2018,"Area Code: 395005, Surat",1.52,3.09,1.65,64.73,12.87
2019,"Area Code: 395005, Surat",2.39,3.87,1.58,49.41,6.69
2020,"Area Code: 395005, Surat",2.74,3.69,1.35,46.4,7.77
2021,"Area Code: 395005, Surat",2.92,4.41,1.92,55.59,13.87
2022,"Area Code: 395005, Surat",1.56,4.15,1.21,63.45,5.06
2023,"Area Code: 395005, Surat",3.24,3.49,0.86,50.42,7.01
2024,"Area Code: 395005, Surat",2.35,2.83,1.3,64.44,14.82
